"EUPH code",Name,English,Definition,Parent
7902,"Apis mellifera syriaca","Apis mellifera syriaca","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) syriaca* Skorikov, occurring along the eastern shore of the Mediterranean Sea, north from [Syria](https://app.pollinatorhub.eu/vocabulary/classes/378) to the Negev Desert in the south.",7379
7903,"Apis mellifera taurica","Apis mellifera taurica","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) taurica* Alpatov, occurring along the north-central shores of the Black Sea in the Crimea.",7379
7904,"Apis mellifera unicolor","Apis mellifera unicolor","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) unicolor* Latreille, occurring in [Madagascar](https://app.pollinatorhub.eu/vocabulary/classes/288).",7379
7905,"Apis mellifera pomonella","Apis mellifera pomonella","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) pomonella* Sheppard & Meixner, occurring in Central Asia, endemic of the Tien Shan Mountains.",7379
7906,"EUPH terms","EUPH terms","Terms used on the EU Pollinator Hub in the interactions with its users.",7722
7907,tagma,tagma,"> The [anatomical structure](https://app.pollinatorhub.eu/vocabulary/classes/7917) that is a distinctly delimited group of segments.",7918
7908,thorax,thorax,"> The [tagma](https://app.pollinatorhub.eu/vocabulary/classes/7907) that is composed of the prothorax, mesothorax and metathorax.",7907
7909,head,head,"> The [tagma](https://app.pollinatorhub.eu/vocabulary/classes/7907) that is located anterior to the [thorax](https://app.pollinatorhub.eu/vocabulary/classes/7908).",7907
7910,adulteration,adulteration,"> [A] [...] practice of secretly mixing a substance with another. Typical substances that are adulterated include but are not limited to food, cosmetics, pharmaceuticals, fuel, or other chemicals, that compromise the safety or effectiveness of the said substance. ",7505
7911,"compound eye","compound eye","> The compound organ that is composed of ommatidia.",7909
7912,ommatidium,ommatidium,"> One of the facets of the [compound eye](https://app.pollinatorhub.eu/vocabulary/classes/7911).",7911
7913,"albino bee","albino bee","A [honey bee](https://app.pollinatorhub.eu/vocabulary/classes/19) (usuall [drones](https://app.pollinatorhub.eu/vocabulary/classes/30)) with white [compound eyes](https://app.pollinatorhub.eu/vocabulary/classes/7911).",7433;7911
7914,Fabales,Fabales,"The taxonomic [order](https://app.pollinatorhub.eu/vocabulary/classes/7452) Fabales",3310
7915,Fabaceae,Fabaceae,"The taxonomic [family](https://app.pollinatorhub.eu/vocabulary/classes/7386) Fabaceae",7914
7916,Medicago,Medicago,"The taxonomic [genus](https://app.pollinatorhub.eu/vocabulary/classes/7385) *Medicago* L.",7915
7917,"anatomical structure","anatomical structure","> Material anatomical entity which has inherent 3D shape and is generated by coordinated expression of the organism's own genome.",7949
7918,"organism subdivision","organism subdivision","> [Anatomical structure](https://app.pollinatorhub.eu/vocabulary/classes/7917) which is a primary subdivision of whole organism. The mereological sum of these is the whole organism.",7917
7919,"organ system","organ system","> A division of the whole organism into specialized systems.",7917
7920,"anatomical group","anatomical group","> [Anatomical structure](https://app.pollinatorhub.eu/vocabulary/classes/7917) consisting of at least two non-overlapping organs, multi-tissue aggregates or portion of tissues or cells of different types that does not constitute an organism, organ, multi-tissue aggregate, or portion of tissue.",7917
7921,"anatomical cluster","anatomical cluster","> The [anatomical group](https://app.pollinatorhub.eu/vocabulary/classes/7920) that has its parts adjacent to one another.",7920
7922,gland,gland,"> The [anatomical cluster](https://app.pollinatorhub.eu/vocabulary/classes/7921) that is composed of epithelial cell(s) that secrete or excrete materials not related to their ordinary metabolic needs.",7921
7923,"accessory gland","accessory gland","The [gland](https://app.pollinatorhub.eu/vocabulary/classes/7922) that empties into one of the reproductive ducts.",7922
7924,"multi-cellular organism","multi-cellular organism","> [Anatomical structure](https://app.pollinatorhub.eu/vocabulary/classes/7917) that is an individual member of a species and consists of more than one cell.",7917
7925,amnion,amnion,"> [The amnion] is a thin cellular membrane that encloses the embryo. [...] [It is] formed from narrrow bands of cells along the upper edges of the lateral plates of the gertm band. The amnion cells grow together over the dorsal blastoderm and form anterior and posterior folds, which unite ventrally and finally enclose the embryo in a delicate sac.",29
7926,Formicoidea,Formicoidea,"The taxonomic [superfamily](https://app.pollinatorhub.eu/vocabulary/classes/7457) Formicoidea",2962
7927,insemination,insemination,"> Artificial insemination is the deliberate introduction of sperm into a female's cervix or uterine cavity for the purpose of achieving a pregnancy through in vivo fertilization by means other than sexual intercourse.",2969
7928,anaesthesia,anaesthesia,"> Anesthesia (American English) or anaesthesia (British English) is a state of controlled, temporary loss of sensation or awareness that is induced for medical or veterinary purposes.",7927
7929,"short uppercase letters name of country","short uppercase letters name of country","> [...] Short form of the country name [in capital letters], distinctive word first. [...] In [language of the ISO 3166 standard](https://app.pollinatorhub.eu/vocabulary/classes/7930). [...] This item might be inverted, allowing the distinctive word to appear first, so that items can be easily found in an alphabetical list. See [Annex F]https://www.iso.org/obp/ui/en/#iso:std:iso:3166:-1:ed-4:v1:en:sec:F), principles [F.2](https://www.iso.org/obp/ui/en/#iso:std:iso:3166:-1:ed-4:v1:en:sec:F.2).",7293
7930,"language of the ISO 3166 standard","language of the ISO 3166 standard","> Language in which the terminology has been defined, the terminology shall be maintained current. [...] English and French are the main languages of the [ISO 3166](https://www.iso.org/obp/ui/en/#iso:std:iso:3166:en) standard.",7293
7931,"short lowercase letters name of country","short lowercase letters name of country","> Short form of the country name, distinctive word first, based on official short form in [UNTERM](https://unterm.un.org). [...] In [language of the ISO 3166 standard](https://app.pollinatorhub.eu/vocabulary/classes/7930). [...] This item might be inverted, listed with its articles if any, allowing an alphabetical order on the distinctive word. See [Annex F](https://www.iso.org/obp/ui/en/#iso:std:iso:3166:-1:ed-4:v1:en:sec:F), principles [F.1](https://www.iso.org/obp/ui/en/#iso:std:iso:3166:-1:ed-4:v1:en:sec:F.1).",7293
7932,"alpha-4 country code","alpha-4 country code","> A four-letter code that represents a country name that is no longer in use. The structure depends on the reason why the country name was removed from ISO 3166-1 and added to ISO 3166-3.",7293
7933,"start year validity","valid from year","[Year](https://app.pollinatorhub.eu/vocabulary/classes/571) in which the item reported in a [record](https://app.pollinatorhub.eu/vocabulary/classes/7515) becomes valid.",7515
7934,"end year validity","valid to year","[Year](https://app.pollinatorhub.eu/vocabulary/classes/571) in which the item reported in a [record](https://app.pollinatorhub.eu/vocabulary/classes/7515) loses its validity.",7515
7935,"record remark","record remark","A remark (annotation, comment) related to a specific [record](https://app.pollinatorhub.eu/vocabulary/classes/7515).",7515
7936,mesothorax,mesothorax,"[A mesothorax](https://app.pollinatorhub.eu/vocabulary/classes/7936) is a [thoracic segment](https://app.pollinatorhub.eu/vocabulary/classes/7944), which [is part of](https://app.pollinatorhub.eu/vocabulary/classes/7938) [the thorax](https://app.pollinatorhub.eu/vocabulary/classes/7908) and has been defined as
> The [thoracic segment](https://app.pollinatorhub.eu/vocabulary/classes/7944) that is located between the [prothorax](https://app.pollinatorhub.eu/vocabulary/classes/7937) and the [metathorax](https://app.pollinatorhub.eu/vocabulary/classes/7945) and is delimited by the mesopectus and the mesonotum.",7944
7937,prothorax,prothorax,"[A prothorax](https://app.pollinatorhub.eu/vocabulary/classes/7937) is a [thoracic segment](https://app.pollinatorhub.eu/vocabulary/classes/7944), which [is part of](https://app.pollinatorhub.eu/vocabulary/classes/7938) [the thorax](https://app.pollinatorhub.eu/vocabulary/classes/7908) and has been defined as
> The [thoracic segment](https://app.pollinatorhub.eu/vocabulary/classes/7944) that is located between the [head](https://app.pollinatorhub.eu/vocabulary/classes/7909) and the [mesothorax](https://app.pollinatorhub.eu/vocabulary/classes/7936) is composed of the pronotum, the propectus and the fore leg.",7944
7938,part_of,"part of","A relation in which A is part of B.",7793
7939,antenna,antenna,"[An antenna](https://app.pollinatorhub.eu/vocabulary/classes/7939) [is part of](https://app.pollinatorhub.eu/vocabulary/classes/7938) [the head](https://app.pollinatorhub.eu/vocabulary/classes/7909) and has been defined as
> The appendage that is composed of ringlike sclerites and the anatomical structures encircled by these sclerites and that is articulated with the cranium.",7909;7938
7940,"hind leg","hind leg","[A hind leg](https://app.pollinatorhub.eu/vocabulary/classes/7940) [is part of](https://app.pollinatorhub.eu/vocabulary/classes/7938) [the metathorax](https://app.pollinatorhub.eu/vocabulary/classes/7945) and has been defined as
> The [leg](https://app.pollinatorhub.eu/vocabulary/classes/7943) that is located on the [metathorax](https://app.pollinatorhub.eu/vocabulary/classes/7945).",7943;7945
7941,"fore leg","fore leg","[A fore leg](https://app.pollinatorhub.eu/vocabulary/classes/7941) [is part of](https://app.pollinatorhub.eu/vocabulary/classes/7938) [the prothorax](https://app.pollinatorhub.eu/vocabulary/classes/7937) and has been defined as
> The [leg](https://app.pollinatorhub.eu/vocabulary/classes/7943) that is located on the [prothorax](https://app.pollinatorhub.eu/vocabulary/classes/7937).",7937;7943
